Date,(ALL) Requiring inpatient care,(ALL) Discharged from hospital or released from treatment,(ALL) To be confirmed,(Hokkaido) Requiring inpatient care,(Hokkaido) Discharged from hospital or released from treatment,(Hokkaido) To be confirmed,(Aomori) Requiring inpatient care,(Aomori) Discharged from hospital or released from treatment,(Aomori) To be confirmed,(Iwate) Requiring inpatient care,(Iwate) Discharged from hospital or released from treatment,(Iwate) To be confirmed,(Miyagi) Requiring inpatient care,(Miyagi) Discharged from hospital or released from treatment,(Miyagi) To be confirmed,(Akita) Requiring inpatient care,(Akita) Discharged from hospital or released from treatment,(Akita) To be confirmed,(Yamagata) Requiring inpatient care,(Yamagata) Discharged from hospital or released from treatment,(Yamagata) To be confirmed,(Fukushima) Requiring inpatient care,(Fukushima) Discharged from hospital or released from treatment,(Fukushima) To be confirmed,(Ibaraki) Requiring inpatient care,(Ibaraki) Discharged from hospital or released from treatment,(Ibaraki) To be confirmed,(Tochigi) Requiring inpatient care,(Tochigi) Discharged from hospital or released from treatment,(Tochigi) To be confirmed,(Gunma) Requiring inpatient care,(Gunma) Discharged from hospital or released from treatment,(Gunma) To be confirmed,(Saitama) Requiring inpatient care,(Saitama) Discharged from hospital or released from treatment,(Saitama) To be confirmed,(Chiba) Requiring inpatient care,(Chiba) Discharged from hospital or released from treatment,(Chiba) To be confirmed,(Tokyo) Requiring inpatient care,(Tokyo) Discharged from hospital or released from treatment,(Tokyo) To be confirmed,(Kanagawa) Requiring inpatient care,(Kanagawa) Discharged from hospital or released from treatment,(Kanagawa) To be confirmed,(Niigata) Requiring inpatient care,(Niigata) Discharged from hospital or released from treatment,(Niigata) To be confirmed,(Toyama) Requiring inpatient care,(Toyama) Discharged from hospital or released from treatment,(Toyama) To be confirmed,(Ishikawa) Requiring inpatient care,(Ishikawa) Discharged from hospital or released from treatment,(Ishikawa) To be confirmed,(Fukui) Requiring inpatient care,(Fukui) Discharged from hospital or released from treatment,(Fukui) To be confirmed,(Yamanashi) Requiring inpatient care,(Yamanashi) Discharged from hospital or released from treatment,(Yamanashi) To be confirmed,(Nagano) Requiring inpatient care,(Nagano) Discharged from hospital or released from treatment,(Nagano) To be confirmed,(Gifu) Requiring inpatient care,(Gifu) Discharged from hospital or released from treatment,(Gifu) To be confirmed,(Shizuoka) Requiring inpatient care,(Shizuoka) Discharged from hospital or released from treatment,(Shizuoka) To be confirmed,(Aichi) Requiring inpatient care,(Aichi) Discharged from hospital or released from treatment,(Aichi) To be confirmed,(Mie) Requiring inpatient care,(Mie) Discharged from hospital or released from treatment,(Mie) To be confirmed,(Shiga) Requiring inpatient care,(Shiga) Discharged from hospital or released from treatment,(Shiga) To be confirmed,(Kyoto) Requiring inpatient care,(Kyoto) Discharged from hospital or released from treatment,(Kyoto) To be confirmed,(Osaka) Requiring inpatient care,(Osaka) Discharged from hospital or released from treatment,(Osaka) To be confirmed,(Hyogo) Requiring inpatient care,(Hyogo) Discharged from hospital or released from treatment,(Hyogo) To be confirmed,(Nara) Requiring inpatient care,(Nara) Discharged from hospital or released from treatment,(Nara) To be confirmed,(Wakayama) Requiring inpatient care,(Wakayama) Discharged from hospital or released from treatment,(Wakayama) To be confirmed,(Tottori) Requiring inpatient care,(Tottori) Discharged from hospital or released from treatment,(Tottori) To be confirmed,(Shimane) Requiring inpatient care,(Shimane) Discharged from hospital or released from treatment,(Shimane) To be confirmed,(Okayama) Requiring inpatient care,(Okayama) Discharged from hospital or released from treatment,(Okayama) To be confirmed,(Hiroshima) Requiring inpatient care,(Hiroshima) Discharged from hospital or released from treatment,(Hiroshima) To be confirmed,(Yamaguchi) Requiring inpatient care,(Yamaguchi) Discharged from hospital or released from treatment,(Yamaguchi) To be confirmed,(Tokushima) Requiring inpatient care,(Tokushima) Discharged from hospital or released from treatment,(Tokushima) To be confirmed,(Kagawa) Requiring inpatient care,(Kagawa) Discharged from hospital or released from treatment,(Kagawa) To be confirmed,(Ehime) Requiring inpatient care,(Ehime) Discharged from hospital or released from treatment,(Ehime) To be confirmed,(Kochi) Requiring inpatient care,(Kochi) Discharged from hospital or released from treatment,(Kochi) To be confirmed,(Fukuoka) Requiring inpatient care,(Fukuoka) Discharged from hospital or released from treatment,(Fukuoka) To be confirmed,(Saga) Requiring inpatient care,(Saga) Discharged from hospital or released from treatment,(Saga) To be confirmed,(Nagasaki) Requiring inpatient care,(Nagasaki) Discharged from hospital or released from treatment,(Nagasaki) To be confirmed,(Kumamoto) Requiring inpatient care,(Kumamoto) Discharged from hospital or released from treatment,(Kumamoto) To be confirmed,(Oita) Requiring inpatient care,(Oita) Discharged from hospital or released from treatment,(Oita) To be confirmed,(Miyazaki) Requiring inpatient care,(Miyazaki) Discharged from hospital or released from treatment,(Miyazaki) To be confirmed,(Kagoshima) Requiring inpatient care,(Kagoshima) Discharged from hospital or released from treatment,(Kagoshima) To be confirmed,(Okinawa) Requiring inpatient care,(Okinawa) Discharged from hospital or released from treatment,(Okinawa) To be confirmed
2021/1/22,64251,281039,869,1514,14365,0,76,583,0,59,401,0,138,72,0,62,172,0,32,411,0,294,1219,0,843,3296,0,1033,2454,33,549,2945,0,5236,17201,0,6128,13233,0,18709,72355,0,4992,31570,0,150,681,7,96,709,0,225,1169,47,75,382,1,92,776,0,337,1778,12,627,3246,,806,3271,0,3366,18466,0,249,1583,12,374,1507,0,1511,5850,61,6177,33519,0,2051,12321,0,398,2367,0,143,781,13,37,144,3,14,228,0,387,1750,49,439,3945,71,319,707,0,109,9,0,183,386,0,209,683,0,64,738,0,3735,10492,0,200,652,0,385,981,25,273,2243,515,169,831,0,350,1343,0,211,1272,15,825,5952,5
2021/1/23,63784,285932,899,1502,14511,0,69,599,0,52,410,0,147,39,0,63,178,0,32,412,0,295,1254,0,883,3385,0,971,2556,35,508,3021,0,5273,17483,0,6441,13326,0,18235,73890,0,4788,32287,0,146,692,7,89,723,0,215,1188,43,76,387,0,76,796,0,311,1834,18,598,3319,,810,3302,0,3299,18774,0,269,1594,16,396,1514,0,1511,5850,61,6137,34070,0,2108,12534,0,399,2400,0,149,791,13,35,149,3,12,230,0,387,1750,65,406,4009,82,351,726,0,115,2,0,177,397,0,204,710,0,61,744,0,3793,10666,0,193,684,0,381,981,21,273,2243,515,165,853,0,350,1365,0,211,1272,15,822,6032,5
2021/1/24,62831,290916,917,1484,14619,0,69,599,0,47,416,0,143,46,0,66,180,0,29,416,0,302,1272,0,850,3462,0,900,2656,36,465,3085,0,5188,17850,0,6624,13469,0,18227,74881,0,4520,33107,0,137,708,7,80,736,0,199,1212,45,73,393,0,64,808,0,304,1869,17,574,3373,,828,3338,0,3227,19088,0,282,1612,28,411,1530,0,1511,5850,61,6163,34455,0,2164,12695,0,407,2419,0,145,804,14,35,149,3,11,231,0,387,1750,74,379,4067,68,363,737,0,116,5,0,172,405,0,201,722,0,64,746,0,3377,11516,0,174,712,0,329,981,29,273,2243,515,162,865,0,307,1420,0,215,1272,15,783,6147,5
2021/1/25,60027,296794,830,1476,14709,0,56,614,0,36,427,0,134,42,0,64,185,0,29,416,0,289,1298,0,817,3540,0,859,2715,38,433,3085,0,5008,18278,0,6460,13921,0,17315,76397,0,4091,33876,0,128,722,7,76,744,0,176,1227,37,73,397,0,62,813,0,283,1898,16,552,3435,,844,3369,0,3025,19448,0,274,1634,54,420,1549,0,1505,6211,61,5796,35088,0,2069,12966,0,373,2471,0,145,817,18,41,150,3,10,232,0,387,1750,95,351,4119,65,366,744,0,118,3,0,162,415,0,180,749,0,56,756,0,3377,11516,0,166,723,0,311,1087,11,272,2497,404,159,873,0,271,1460,0,209,1320,16,723,6108,5
2021/1/26,57255,303358,729,1383,14901,0,56,624,0,31,432,0,138,48,0,57,193,0,32,418,0,296,1320,0,758,3646,0,798,2817,40,373,3221,0,4611,18921,0,6305,14411,0,16697,78028,0,3821,34527,0,124,732,9,68,753,0,180,1238,38,77,404,0,64,821,0,250,1957,20,518,3530,,816,3449,0,2806,19752,0,272,1690,44,412,1587,0,1505,6211,61,5731,35482,0,1904,13201,0,365,2505,0,133,837,18,40,152,3,8,237,0,387,1750,113,343,4159,57,384,767,0,108,20,0,161,424,0,172,765,0,52,763,0,2907,12137,0,169,744,0,298,1116,16,283,2635,289,173,890,0,264,1492,0,202,1320,16,723,6331,5
2021/1/27,54796,309607,687,1373,15052,0,53,631,0,33,436,0,124,55,0,49,203,0,38,422,0,291,1347,0,774,3713,0,796,2857,40,368,3278,0,4604,19170,0,5354,15615,0,16120,79560,0,3534,35191,0,120,748,9,57,765,0,163,1256,34,76,412,0,54,831,0,244,1984,21,528,3570,,756,3554,0,2705,20061,0,277,1720,42,398,1632,0,1468,6457,69,5632,35915,0,1833,13417,0,326,2570,0,122,857,19,39,154,3,11,239,0,387,1750,131,300,4237,38,368,801,0,101,11,0,153,443,0,166,786,0,40,776,0,2839,12358,0,160,761,0,268,1155,11,264,2714,247,184,893,0,255,1518,0,197,1341,18,794,6391,5
2021/1/28,53001,315145,642,1334,15203,0,47,639,0,29,439,0,111,38,0,48,206,0,40,427,0,273,1378,0,772,3768,0,756,2890,0,367,3309,0,4412,19649,0,5327,15952,0,14957,81767,0,3481,35666,0,126,754,0,56,774,0,142,1277,30,74,415,0,45,840,0,232,2014,24,540,3612,,754,3638,0,2721,20268,0,276,1759,40,369,1670,0,1430,6622,70,5463,36466,0,1909,13550,0,306,2615,0,118,874,19,36,157,3,13,241,0,387,1750,149,304,4257,48,360,830,0,91,16,0,158,448,0,147,805,0,30,791,0,2839,12358,0,152,781,0,287,1162,28,255,2777,208,190,909,0,246,1544,0,189,1359,18,802,6481,5
2021/1/29,51259,320477,483,1343,15302,0,46,643,0,23,445,0,98,52,0,52,207,0,44,430,0,260,1404,0,752,3872,0,665,3024,0,349,3368,0,4298,20013,0,5528,16082,0,13807,83768,0,3303,36211,0,123,767,0,53,783,0,130,1290,27,71,419,0,35,851,0,222,2036,25,488,3691,,711,3725,0,2748,20476,0,281,1786,40,388,1680,0,1368,6792,72,5309,36956,0,2069,13609,0,311,2641,0,113,887,19,32,161,3,16,248,0,252,2013,30,315,4286,34,351,853,0,80,13,0,154,457,0,133,826,0,35,792,0,2839,12358,0,141,801,0,268,1199,18,252,2815,192,188,931,0,230,1574,0,185,1394,18,800,6546,5
2021/1/30,49928,325322,481,1344,15401,0,53,645,0,21,448,0,96,28,0,50,210,0,54,433,0,246,1429,0,763,3930,0,604,3106,0,330,3419,0,4286,20322,0,5764,16161,0,13383,84942,0,3162,36743,0,127,768,0,51,790,0,107,1310,20,68,423,0,32,854,0,206,2065,27,475,3732,,703,3787,0,2616,20765,0,277,1813,38,306,1779,0,1368,6792,72,5139,37454,0,2000,13829,0,309,2663,0,113,902,19,29,164,3,25,240,0,252,2013,44,313,4324,34,341,877,0,70,11,0,151,469,0,129,846,0,37,795,0,2522,13192,0,132,815,0,273,1199,24,233,2862,177,183,945,0,190,1619,0,183,1394,18,812,6614,5
2021/1/31,48950,328985,421,1364,15479,0,58,646,0,20,449,0,93,28,0,48,212,0,56,434,0,243,1440,0,750,4006,0,510,3215,0,368,3442,0,4288,20553,0,5808,16322,0,13257,85698,0,3012,37277,0,133,768,0,48,795,0,94,1323,13,67,428,0,33,854,0,200,2079,27,459,3767,,655,3854,0,2491,21014,0,279,1828,38,294,1799,0,1368,6792,72,4927,37869,0,1935,14023,0,308,2688,0,102,920,19,29,164,3,27,241,0,252,2013,53,321,4358,30,325,910,0,63,8,0,153,477,0,123,852,0,35,798,0,2466,13523,0,111,838,0,247,1199,1,226,2910,142,181,960,0,173,1647,0,176,1394,18,774,6691,5
2021/2/1,45814,334161,416,1335,15579,0,52,652,0,18,451,0,79,45,0,45,216,0,58,435,0,234,1457,0,664,4116,0,470,3257,0,369,3466,0,3928,21061,0,5527,16792,0,11719,87621,0,2820,37682,0,108,793,0,47,798,0,88,1331,11,68,429,0,29,858,0,167,2111,24,436,3807,,618,3912,0,2415,21207,0,259,1859,38,273,1828,0,1351,7055,78,4783,38187,0,1888,14178,0,317,2711,0,95,934,20,26,168,3,24,245,0,252,2013,60,312,4381,30,276,964,0,55,9,0,156,486,0,116,860,0,35,802,0,2466,13523,0,100,857,0,240,1262,4,213,2943,124,169,980,0,177,1655,0,178,1444,19,759,6741,5
2021/2/2,43248,338789,503,1330,15688,0,55,656,0,19,453,0,74,34,0,42,217,0,61,436,0,218,1473,0,608,4199,0,410,3332,0,367,3506,0,3892,21337,0,5474,17054,90,10765,89108,0,2644,38032,0,104,807,0,39,807,0,86,1339,10,65,432,0,25,862,0,150,2138,28,422,3857,,422,4128,0,2359,21337,0,245,1916,34,255,1870,0,1360,7106,77,4456,38709,0,1801,14314,0,295,2752,0,87,943,20,25,172,3,23,248,0,252,2013,69,295,4418,20,277,973,0,50,8,0,158,492,0,97,878,0,33,804,0,2163,13883,0,81,880,0,235,1271,7,208,2961,121,152,1008,0,173,1676,0,170,1444,19,726,6818,5
2021/2/3,40579,343909,398,1250,15859,0,58,659,0,22,455,0,75,33,0,44,219,0,59,441,0,210,1490,0,581,4265,0,391,3363,0,389,3524,0,3965,21511,0,5197,17551,0,9854,90663,0,2527,38364,0,98,818,0,37,812,0,89,1347,10,60,437,0,27,865,0,144,2161,29,420,3911,,402,4163,0,2235,21557,0,243,1944,32,251,1896,0,1119,7400,75,3990,39407,0,1644,14596,0,292,2789,0,83,953,20,23,175,3,22,251,0,252,2013,81,278,4452,17,268,1004,0,43,7,0,160,495,0,89,887,0,29,808,0,1967,14153,0,71,895,0,222,1286,3,188,3005,104,152,1022,0,180,1682,0,152,1444,19,727,6877,5
2021/2/4,38024,348995,385,1247,15981,0,60,663,0,24,456,0,75,18,0,43,221,0,61,442,0,191,1516,0,583,4324,0,348,3433,0,414,3551,0,3711,21994,0,4549,18395,0,9116,92110,0,2380,38721,0,106,823,0,31,818,0,89,1358,11,54,445,0,25,868,0,125,2185,30,389,3968,,411,4179,0,2140,21756,0,243,1976,32,251,1916,0,1046,7513,75,3786,39811,0,1511,14841,0,280,2827,0,87,962,21,21,178,3,22,251,0,252,2013,90,269,4475,18,251,1028,0,40,6,0,160,502,0,82,897,0,28,810,0,1924,14310,0,74,903,0,219,1292,3,175,3052,78,154,1034,0,167,1702,0,134,1485,19,676,6986,5
2021/2/5,35988,353348,272,1215,16101,0,56,669,0,25,457,0,73,31,0,37,228,0,63,443,0,178,1538,0,560,4402,0,322,3483,0,407,3598,0,3628,22291,0,4362,18813,0,8387,93394,0,2227,39151,0,97,834,0,32,819,0,103,1371,13,47,451,0,19,875,0,116,2202,29,383,4011,,368,4256,0,2013,21975,0,241,2020,12,237,1945,0,989,7610,75,3577,40217,0,1481,14979,0,269,2855,0,82,973,21,20,181,3,22,252,0,143,2199,14,230,4526,13,218,1065,0,35,5,0,161,507,0,82,901,0,20,818,0,1924,14310,0,70,912,0,217,1302,9,162,3087,59,145,1052,0,151,1724,0,121,1485,19,673,7030,5
2021/2/6,34541,356802,257,1204,16188,0,58,669,0,26,458,0,75,13,0,36,228,0,58,455,0,159,1561,0,538,4479,0,309,3509,0,401,3628,0,3612,22509,0,4426,18967,0,7717,94682,0,2012,39561,0,96,842,0,29,824,0,113,1376,15,46,453,0,18,876,0,110,2206,26,371,4048,,355,4291,0,1893,22174,0,253,2024,10,248,1952,0,989,7610,75,3464,40504,0,1425,15123,0,265,2878,0,80,982,21,18,183,4,22,254,0,143,2199,24,208,4560,10,194,1098,0,32,5,0,103,575,0,78,910,0,24,819,0,1899,14310,25,66,921,0,210,1302,4,173,3112,23,135,1070,0,129,1748,0,111,1541,15,610,7125,5
2021/2/7,33129,359604,227,1206,16254,0,59,672,0,22,463,0,67,18,0,35,230,0,56,457,0,147,1575,0,526,4538,0,302,3524,0,394,3659,0,3677,22625,0,4228,19280,0,7174,95648,0,1878,39856,0,95,842,4,23,830,0,114,1378,18,44,454,0,21,877,0,100,2226,30,360,4081,,348,4308,0,1790,22390,0,241,2068,0,220,1985,0,989,7610,75,3254,40824,0,1343,15293,0,256,2900,0,80,989,22,18,183,4,22,254,0,143,2199,40,187,4587,10,204,1098,0,31,2,0,100,582,0,73,918,0,18,827,0,1924,14310,0,63,925,0,193,1302,13,173,3135,0,132,1076,0,116,1763,0,102,1554,6,581,7035,5
2021/2/8,31282,363229,264,1157,16348,0,44,687,0,21,464,0,59,17,0,35,230,0,51,462,0,135,1588,0,515,4578,0,278,3550,0,384,3683,0,3392,23025,0,4213,19449,0,6499,96587,0,1747,40094,0,79,864,0,23,831,0,150,1383,23,38,461,0,18,881,0,93,2236,30,347,4122,,275,4392,0,1680,22565,0,233,2096,4,221,1997,0,926,7760,70,3298,40888,0,1204,15484,0,240,2926,0,74,997,22,19,183,3,20,256,0,143,2199,43,184,4599,12,183,1125,0,30,1,0,98,587,0,74,921,0,16,830,0,1769,14852,0,61,929,0,187,1343,2,136,3146,37,131,1084,0,116,1763,0,97,1562,13,589,7204,5
2021/2/9,29032,366815,271,1048,16496,0,43,694,0,22,465,0,60,20,0,34,231,0,47,467,0,134,1595,0,503,4629,0,239,3602,0,341,3746,0,3156,23424,0,3665,20093,0,5974,97506,0,1733,40232,0,77,875,0,20,835,0,158,1388,26,42,463,0,18,884,0,80,2251,30,335,4155,,241,4446,0,1680,22565,0,208,2121,4,214,2014,0,914,7795,74,3072,41257,0,1074,15643,0,215,2960,0,66,1008,22,19,183,3,12,266,0,143,2199,49,162,4632,9,175,1148,0,28,4,0,96,593,0,77,924,0,15,832,0,1697,14976,0,53,937,0,169,1365,4,123,3163,36,118,1101,0,115,1772,0,83,1582,9,534,7278,5
2021/2/10,27772,369772,285,1022,16585,0,80,696,0,21,468,0,60,10,0,31,234,0,41,476,0,133,1602,0,469,4691,0,242,3619,0,352,3746,0,3163,23575,0,3376,20512,0,5818,98128,0,1696,40433,0,77,882,0,17,839,0,175,1399,38,35,470,0,18,884,0,80,2251,30,331,4188,,227,4469,0,1499,22863,0,201,2148,2,183,2052,0,821,7912,74,2934,41512,0,990,15786,0,203,2988,0,56,1020,22,18,184,3,11,267,0,143,2199,56,148,4656,9,181,1157,0,30,3,0,86,605,0,69,935,0,14,833,0,1594,15149,0,54,943,0,154,1387,7,109,3187,30,110,1114,0,104,1798,0,84,1591,9,512,7326,5
2021/2/11,26830,372379,290,1003,16694,0,81,698,0,22,468,0,59,11,0,30,234,0,36,481,0,129,1617,0,487,4719,0,235,3635,0,343,3786,0,3079,23817,0,2886,21120,0,5800,98559,0,1636,40668,0,90,883,0,18,839,0,206,1408,53,30,474,0,18,885,0,75,2261,30,322,4212,,234,4476,0,1467,23004,0,197,2159,2,185,2064,0,821,7912,74,2777,41804,0,1010,15851,0,185,3011,0,54,1026,22,17,185,3,10,270,0,143,2199,62,128,4679,10,184,1160,0,42,5,0,79,619,0,55,949,0,15,836,0,1601,15240,0,48,954,0,135,1387,12,109,3209,8,105,1126,0,86,1821,0,79,1591,9,479,7373,5
2021/2/12,25229,374915,668,1005,16765,0,72,706,0,19,471,0,53,9,0,26,238,0,35,481,0,131,1626,0,472,4755,0,220,3660,0,315,3827,0,2968,24047,0,2919,21202,0,5344,99307,0,1571,40884,0,80,900,0,19,840,0,216,1414,54,29,475,0,22,888,0,68,2265,27,310,4241,,211,4507,0,1434,23112,0,171,2190,2,173,2081,0,673,8103,74,2289,41939,434,973,15933,0,163,3036,0,61,1030,22,16,186,3,9,271,0,96,2300,16,134,4683,9,169,1180,0,45,1,0,75,624,0,52,955,0,20,836,0,1592,15358,0,47,959,0,135,1412,2,94,3226,16,95,1138,0,75,1832,0,82,1607,4,451,7415,5
2021/2/13,24216,377093,681,846,16958,0,78,707,0,19,472,0,50,8,0,26,238,0,28,489,0,127,1637,0,433,4810,0,221,3675,0,274,3885,0,2894,24280,0,2918,21289,0,5257,99752,0,1501,41058,0,85,905,0,20,840,0,228,1428,64,29,477,0,19,892,0,60,2276,30,292,4272,,191,4541,0,1356,23242,0,166,2218,2,168,2098,0,673,8103,74,2110,42250,437,895,16044,0,147,3064,0,61,1041,22,13,189,3,9,271,0,96,2300,20,111,4714,8,154,1198,0,45,1,0,56,644,0,50,957,0,18,839,0,1536,15497,0,41,967,0,134,1412,1,97,3234,5,94,1149,0,79,1841,0,84,1621,10,427,7310,5
2021/2/14,23260,379434,713,832,17022,0,79,709,0,16,476,0,50,6,0,26,238,0,28,491,0,124,1645,0,413,4865,0,220,3684,0,271,3922,0,2706,24596,0,2800,21511,0,5204,100170,0,1435,41231,0,83,909,0,18,842,0,235,1449,62,26,479,0,19,893,0,54,2279,27,294,4293,,202,4551,0,1259,23394,0,159,2237,2,158,2119,0,673,8103,74,1934,42523,436,873,16119,0,149,3076,0,58,1046,23,10,192,3,9,271,0,96,2300,23,113,4718,9,145,1209,0,44,3,0,51,653,0,50,957,0,17,842,0,1456,15637,0,39,971,0,101,1412,32,97,3243,4,86,1158,0,80,1848,0,89,1627,13,379,7515,5
2021/2/15,22526,382001,648,825,17069,0,76,713,0,18,477,0,45,15,0,22,241,0,28,491,0,122,1650,0,395,4897,0,215,3697,0,261,3950,0,2374,25010,0,2606,21838,0,5592,100880,0,1391,41335,0,77,918,0,18,843,0,228,1461,56,21,484,0,18,895,0,48,2287,29,258,4342,,165,4598,0,1233,23494,0,146,2250,2,156,2130,0,570,8221,22,1876,42638,444,828,16206,0,137,3093,0,56,1052,23,8,194,3,7,273,0,96,2300,27,117,4725,8,138,1218,0,47,1,0,51,654,0,47,960,0,18,842,0,1361,15799,0,36,974,0,99,1450,0,87,3247,9,82,1163,0,73,1858,0,94,1630,20,360,7538,5
2021/2/16,20203,385316,654,779,17157,0,72,721,0,19,482,0,46,4,0,17,246,0,26,493,0,120,1658,0,367,4945,0,189,3732,0,245,3978,0,2167,25321,0,2377,22203,0,4611,102184,0,1311,41534,0,75,922,0,20,845,0,237,1474,57,19,487,0,16,897,0,35,2305,32,261,4365,,149,4629,0,1173,23592,0,144,2273,2,147,2145,0,539,8258,21,1689,42918,440,724,16333,0,134,3108,0,53,1058,23,8,194,3,6,274,0,96,2300,32,110,4742,10,129,1232,0,48,3,0,46,662,0,38,969,0,20,845,0,1177,16024,0,31,979,0,90,1460,1,78,3252,18,73,1176,0,68,1865,0,89,1637,10,335,7435,5
2021/2/17,19251,387697,681,798,17200,0,69,725,0,26,484,0,45,2,0,13,250,0,19,500,0,111,1674,0,342,4995,0,183,3747,0,246,4005,0,2164,25447,0,2100,22599,0,4358,102796,0,1296,41658,0,77,928,0,22,846,0,222,1498,52,21,489,0,19,898,0,27,2313,32,243,4395,,179,4632,0,1120,23703,0,145,2286,2,152,2156,0,482,8331,20,1609,43124,436,663,16429,0,139,3117,0,47,1065,24,3,199,3,6,274,0,96,2300,36,109,4753,15,113,1250,0,50,3,0,39,669,0,32,975,0,19,846,0,1110,16133,0,27,982,0,83,1469,2,72,3252,31,69,1184,0,62,1872,0,92,1646,23,332,7598,5
2021/2/18,18756,389677,662,721,17306,0,64,730,0,28,486,0,44,8,0,12,250,0,18,502,0,116,1681,0,357,5019,0,184,3761,0,242,4020,0,2113,25701,0,2019,22819,0,4370,103202,0,1283,41809,0,80,930,0,20,848,0,215,1515,47,19,493,0,20,899,0,29,2314,32,235,4416,,195,4640,0,1073,23826,0,138,2302,17,145,2168,0,459,8370,19,1475,43347,432,668,16492,0,143,3126,0,42,1071,24,2,200,3,4,276,0,96,2300,38,111,4759,16,109,1257,0,54,1,0,39,672,0,29,981,0,20,847,0,1080,16224,0,24,985,0,68,1486,2,68,3284,6,65,1191,0,55,1881,0,92,1647,21,313,7635,5
2021/2/19,18215,391547,623,716,17351,0,60,733,0,29,489,1,42,5,0,8,255,0,19,503,0,105,1696,0,347,5049,0,179,3772,0,219,4058,0,1911,26037,0,2086,22896,0,4247,103667,0,1256,41957,0,81,933,0,21,849,0,220,1529,50,21,496,0,17,903,0,28,2317,32,211,4451,,223,4648,0,1023,23921,0,145,2310,17,125,2194,0,437,8408,19,1477,43434,432,661,16543,0,145,3137,0,40,1075,24,2,200,3,4,277,0,89,2340,3,102,4781,10,75,1291,0,53,3,0,35,678,0,37,984,0,17,850,0,1066,16338,0,15,994,0,49,1508,3,69,3290,1,61,1199,0,50,1889,0,87,1655,23,305,7654,5
2021/2/20,17700,393013,615,700,17395,0,60,733,0,31,492,0,41,5,0,8,255,0,17,505,0,99,1707,0,343,5091,0,182,3782,0,198,4085,0,1847,26212,0,2004,23097,0,4244,103970,0,1198,42139,0,81,935,0,21,849,0,227,1542,51,16,501,0,15,905,0,24,2325,32,195,4470,,232,4661,0,959,24031,0,152,2317,14,132,2201,0,437,8408,19,1401,43612,420,650,16584,0,137,3149,0,35,1082,24,3,200,3,4,277,0,89,2340,5,94,4790,10,99,1268,0,44,10,0,36,683,0,37,987,0,9,858,0,999,16457,0,10,1000,0,42,1508,4,69,3296,5,60,1203,0,45,1896,0,78,1665,23,296,7535,5
2021/2/21,17445,394419,614,735,17423,0,60,733,0,30,493,0,42,1,0,8,255,0,15,507,0,90,1716,0,359,5120,0,183,3789,0,189,4107,0,1744,26390,0,2072,23186,0,4152,104317,0,1174,42262,0,83,935,0,21,850,0,217,1561,48,15,502,0,14,906,0,22,2327,32,183,4493,,242,4669,0,927,24108,0,158,2321,15,134,2207,0,437,8408,19,1366,43706,420,616,16658,0,131,3159,0,32,1086,24,3,200,3,4,277,0,89,2340,8,84,4803,8,90,1279,0,40,4,0,40,684,0,40,987,0,8,859,0,1004,16519,0,18,1000,0,45,1508,1,69,3299,8,59,1206,0,43,1899,0,76,1668,23,282,7692,5
2021/2/22,16639,396002,600,706,17469,0,41,752,0,30,493,0,39,11,0,7,256,0,15,507,0,88,1719,0,354,5138,0,169,3803,0,189,4113,0,1719,26512,0,1922,23425,0,3825,104813,0,1152,42374,0,78,940,0,24,852,0,197,1578,39,14,503,0,14,907,0,17,2332,32,180,4505,,241,4681,0,878,24185,0,150,2331,16,133,2221,0,437,8445,18,1358,43810,419,590,16711,0,126,3167,0,24,1094,24,3,200,3,3,278,0,89,2340,12,81,4809,8,64,1305,0,40,0,0,40,686,0,41,988,0,4,863,0,978,16572,0,24,1001,0,43,1526,0,64,3299,2,52,1213,0,42,1900,0,73,1672,22,281,7703,5
2021/2/23,16035,397558,592,709,17527,0,42,752,0,28,495,0,36,11,0,6,257,0,11,511,0,88,1728,0,339,5169,0,173,3810,0,180,4142,0,1659,26674,0,1805,23621,0,3775,105127,0,1142,42476,0,82,945,0,23,853,0,197,1589,36,14,503,0,13,908,0,17,2332,32,181,4516,,241,4709,3,827,24262,0,141,2366,2,135,2232,0,437,8445,18,1217,44047,418,561,16753,0,116,3180,0,19,1099,24,3,200,3,3,279,0,89,2340,14,69,4823,11,57,1313,0,36,4,0,38,691,0,38,994,0,4,863,0,913,16659,0,35,1003,0,40,1526,6,64,3299,2,53,1214,0,36,1907,0,61,1686,18,282,7718,5
2021/2/24,15209,399299,602,691,17586,0,38,755,0,26,497,0,31,11,0,5,258,0,12,511,0,89,1732,0,364,5200,0,165,3830,0,156,4179,0,1538,26848,0,1717,23826,0,3503,105595,0,1106,42597,0,85,953,0,23,855,0,176,1616,31,15,504,0,12,912,0,15,2334,31,173,4537,,247,4730,0,734,24448,0,139,2370,11,135,2245,0,390,8506,18,1201,44121,418,534,16801,0,108,3191,0,17,1102,24,2,201,3,6,278,0,89,2340,16,66,4830,11,69,1303,0,35,2,0,38,694,0,39,994,0,1,866,0,867,16748,0,36,1004,0,38,1535,0,55,3299,12,49,1218,0,31,1914,0,65,1689,22,278,7734,5
